Unique.code,Diet,Parasites,Clone,Rep,Block,Week,Infection,InfectionStatus,lifespan.days,WeeklyOffspring,CumulativeWeeklyOffspring,WeeklyLength,Clearance,Clearance_rel,metabolic.rate
M+ Uninf STD 10,M+,Uninfected,Standard,10,2,5.5,Uninfected,0,37,8,25,1560.64,NA,NA,NA
M+ Uninf STD 2,M+,Uninfected,Standard,2,1,1,Uninfected,0,28,0,0,891.66,0.195733103194159,0.246187338030448,0.000543815902196908
M+ Uninf STD 2,M+,Uninfected,Standard,2,1,2,Uninfected,0,28,0,0,1059.2,-0.0446856259095048,-0.0398301462676051,0.00131463028351731
M+ Uninf STD 2,M+,Uninfected,Standard,2,1,3,Uninfected,0,28,0,0,1161.53,-0.0740862709513901,-0.054913215261706,0.00320150144289843
M+ Uninf STD 2,M+,Uninfected,Standard,2,1,4,Uninfected,0,28,7,7,1259,-0.352181822778678,-0.222185379030269,NA
M+ Uninf STD 2,M+,Uninfected,Standard,2,1,5,Uninfected,0,28,0,7,NA,NA,NA,NA
M+ Uninf STD 2,M+,Uninfected,Standard,2,1,5.5,Uninfected,0,28,0,7,NA,NA,NA,NA
M+ Uninf STD 3,M+,Uninfected,Standard,3,1,1,Uninfected,0,25,0,0,999.53,0.147707740149324,0.147846683372362,0.00121816984794659
M+ Uninf STD 3,M+,Uninfected,Standard,3,1,2,Uninfected,0,25,1,1,1137.64,-0.0665713932914546,-0.0514372733818327,0.00112479308810778
M+ Uninf STD 3,M+,Uninfected,Standard,3,1,3,Uninfected,0,25,0,1,1218.86,-0.145018961649384,-0.0976151310381988,0.00135854108362166
M+ Uninf STD 3,M+,Uninfected,Standard,3,1,4,Uninfected,0,25,2,3,NA,NA,NA,NA
M+ Uninf STD 3,M+,Uninfected,Standard,3,1,5,Uninfected,0,25,0,3,NA,NA,NA,NA
M+ Uninf STD 3,M+,Uninfected,Standard,3,1,5.5,Uninfected,0,25,0,3,NA,NA,NA,NA
M+ Uninf STD 4,M+,Uninfected,Standard,4,1,1,Uninfected,0,37,0,0,956.24,0.116706342617541,0.1276323148987,0.00077753894816345
M+ Uninf STD 4,M+,Uninfected,Standard,4,1,2,Uninfected,0,37,0,0,1143.92,-0.0881633831018681,-0.0673747149451788,0.000430871447576337
M+ Uninf STD 4,M+,Uninfected,Standard,4,1,3,Uninfected,0,37,1,1,1345.35,-0.341324021076689,-0.188580284759748,0.00340150992940017
M+ Uninf STD 4,M+,Uninfected,Standard,4,1,4,Uninfected,0,37,10,11,1505.97,-0.0952640230665813,-0.0420045442662273,0.00496292911886259
M+ Uninf STD 4,M+,Uninfected,Standard,4,1,5,Uninfected,0,37,23,34,1639.34,0.0456650368883433,0.0169920485846903,0.00628854713945802
M+ Uninf STD 4,M+,Uninfected,Standard,4,1,5.5,Uninfected,0,37,7,41,1631.96,NA,NA,NA
M+ Uninf STD 5,M+,Uninfected,Standard,5,1,1,Uninfected,NA,6,0,0,NA,NA,NA,NA
M+ Uninf STD 5,M+,Uninfected,Standard,5,1,2,Uninfected,NA,6,0,0,NA,NA,NA,NA
M+ Uninf STD 5,M+,Uninfected,Standard,5,1,3,Uninfected,NA,6,0,0,NA,NA,NA,NA
M+ Uninf STD 5,M+,Uninfected,Standard,5,1,4,Uninfected,NA,6,0,0,NA,NA,NA,NA
M+ Uninf STD 5,M+,Uninfected,Standard,5,1,5,Uninfected,NA,6,0,0,NA,NA,NA,NA
M+ Uninf STD 5,M+,Uninfected,Standard,5,1,5.5,Uninfected,NA,6,0,0,NA,NA,NA,NA
M+ Uninf STD 6,M+,Uninfected,Standard,6,2,1,Uninfected,0,37,0,0,921.02,-0.26145824233598,-0.308222412379288,0.00330805713554205
M+ Uninf STD 6,M+,Uninfected,Standard,6,2,2,Uninfected,0,37,0,0,1124.21,-0.3104412454717,-0.245631765045162,0.000986011911609049
M+ Uninf STD 6,M+,Uninfected,Standard,6,2,3,Uninfected,0,37,1,1,1145.73,-0.119955832708483,-0.0913811880622901,-0.00117168130806863
M+ Uninf STD 6,M+,Uninfected,Standard,6,2,4,Uninfected,0,37,0,1,1246.81,-0.0653678552554693,-0.0420497755602182,0.00152026109537315
M+ Uninf STD 6,M+,Uninfected,Standard,6,2,5,Uninfected,0,37,3,4,1377.47,-0.27520759915948,-0.145042782765504,0.00111060726616412
M+ Uninf STD 6,M+,Uninfected,Standard,6,2,5.5,Uninfected,0,37,1,5,1377.15,NA,NA,NA
M+ Uninf STD 7,M+,Uninfected,Standard,7,2,1,Uninfected,0,19,0,0,1001.9,-0.13624835182,-0.135732079923482,0.00110439749237098
M+ Uninf STD 7,M+,Uninfected,Standard,7,2,2,Uninfected,0,19,1,1,1162.87,-0.184730246025603,-0.13660785601358,0.000879897527161161
M+ Uninf STD 7,M+,Uninfected,Standard,7,2,3,Uninfected,0,19,0,1,NA,NA,NA,NA
M+ Uninf STD 7,M+,Uninfected,Standard,7,2,4,Uninfected,0,19,0,1,NA,NA,NA,NA
M+ Uninf STD 7,M+,Uninfected,Standard,7,2,5,Uninfected,0,19,0,1,NA,NA,NA,NA
M+ Uninf STD 7,M+,Uninfected,Standard,7,2,5.5,Uninfected,0,19,0,1,NA,NA,NA,NA
M+ Uninf STD 8,M+,Uninfected,Standard,8,2,1,Uninfected,0,28,0,0,858.65,-0.117503979862766,-0.159375011056627,-0.00157222070842295
M+ Uninf STD 8,M+,Uninfected,Standard,8,2,2,Uninfected,0,28,0,0,1172.61,0.0497387960277521,0.0361732959485475,0.00165321167853361
M+ Uninf STD 8,M+,Uninfected,Standard,8,2,3,Uninfected,0,28,1,1,1183.07,0.0505089158255482,0.0360866994807072,0.00160797747627808
M+ Uninf STD 8,M+,Uninfected,Standard,8,2,4,Uninfected,0,28,0,1,NA,NA,NA,-0.0017546700097231
M+ Uninf STD 8,M+,Uninfected,Standard,8,2,5,Uninfected,0,28,0,1,NA,NA,NA,NA
M+ Uninf STD 8,M+,Uninfected,Standard,8,2,5.5,Uninfected,0,28,0,1,NA,NA,NA,NA
M+ Uninf STD 9,M+,Uninfected,Standard,9,2,1,Uninfected,0,29,0,0,950.43,-0.117503979862766,-0.130080531874055,0.00361374348109494
M+ Uninf STD 9,M+,Uninfected,Standard,9,2,2,Uninfected,0,29,1,1,1128.04,-0.248826637226569,-0.195545519973509,0.00156098096532881
M+ Uninf STD 9,M+,Uninfected,Standard,9,2,3,Uninfected,0,29,4,5,1291.77,-0.25336034549771,-0.151833727491055,0.000776720445442085
M+ Uninf STD 9,M+,Uninfected,Standard,9,2,4,Uninfected,0,29,3,8,1345.25,-0.0438621805289559,-0.0242372987828766,0.00341122059671866
M+ Uninf STD 9,M+,Uninfected,Standard,9,2,5,Uninfected,0,29,0,8,NA,NA,NA,NA
M+ Uninf STD 9,M+,Uninfected,Standard,9,2,5.5,Uninfected,0,29,0,8,NA,NA,NA,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,1,Infected,1,32,0,0,1017.66,0.271468077593578,0.26212796649997,0.00146891402080917
S Past MID 1,S,Pasteuria,Mid37,1,1,2,Infected,1,32,2,2,1343.69,-0.0118595311949067,-0.00656854760300181,0.00450061636838895
S Past MID 1,S,Pasteuria,Mid37,1,1,3,Infected,1,32,0,2,1603.02,-0.129743438777541,-0.0504902501985719,0.00551412337098013
S Past MID 1,S,Pasteuria,Mid37,1,1,4,Infected,1,32,0,2,1707.88,-0.216552351851769,-0.0742417497904755,0.00444405060738196
S Past MID 1,S,Pasteuria,Mid37,1,1,5,Infected,1,32,0,2,NA,NA,NA,NA
S Past MID 1,S,Pasteuria,Mid37,1,1,5.5,Infected,1,32,0,2,NA,NA,NA,NA
S Past MID 10,S,Pasteuria,Mid37,10,2,1,Exposed,0,37,0,0,1005.23,0.208504355020071,0.206340390527089,-0.000120377918912806
S Past MID 10,S,Pasteuria,Mid37,10,2,2,Exposed,0,37,2,2,1298.82,0.30735983475946,0.182200338284951,0.00327752361473549
S Past MID 10,S,Pasteuria,Mid37,10,2,3,Exposed,0,37,3,5,1320.66,-0.0288580061403278,-0.016545666760372,0.00262195741883605
S Past MID 10,S,Pasteuria,Mid37,10,2,4,Exposed,0,37,2,7,1487.84,0.202078208349264,0.0912865979081698,0.00769316266804429
S Past MID 10,S,Pasteuria,Mid37,10,2,5,Exposed,0,37,8,15,1576.2,-0.120082724163267,-0.0483345728902822,-0.000568184735446475
S Past MID 10,S,Pasteuria,Mid37,10,2,5.5,Exposed,0,37,7,22,1578.93,NA,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,1,Infected,1,28,0,0,933.21,0.346010444054729,0.397310863547191,-0.000171957216298528
S Past MID 2,S,Pasteuria,Mid37,2,1,2,Infected,1,28,2,2,1261.51,0.104917493189055,0.0659274852613247,0.00297010321994508
S Past MID 2,S,Pasteuria,Mid37,2,1,3,Infected,1,28,0,2,1348.89,0.167030426976629,0.0917999661830128,0.00174829941492562
S Past MID 2,S,Pasteuria,Mid37,2,1,4,Infected,1,28,0,2,1354.44,0.0717166464941398,0.039093128888188,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,5,Infected,1,28,0,2,NA,NA,NA,NA
S Past MID 2,S,Pasteuria,Mid37,2,1,5.5,Infected,1,28,0,2,NA,NA,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,1,Exposed,0,18,0,0,945.93,0.0142940706896138,0.0159748918624934,0.000179122485646126
S Past MID 3,S,Pasteuria,Mid37,3,1,2,Exposed,0,18,0,0,1273.14,0.150422293860785,0.0928025438009085,0.00378313444064193
S Past MID 3,S,Pasteuria,Mid37,3,1,3,Exposed,0,18,0,0,NA,NA,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,4,Exposed,0,18,0,0,NA,NA,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,5,Exposed,0,18,0,0,NA,NA,NA,NA
S Past MID 3,S,Pasteuria,Mid37,3,1,5.5,Exposed,0,18,0,0,NA,NA,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,1,Infected,1,30,0,0,1037.76,0.227246013673495,0.211009699800792,0.00149295163677725
S Past MID 4,S,Pasteuria,Mid37,4,1,2,Infected,1,30,2,2,1402.22,0.281641623100425,0.143240069837731,0.0045426946736249
S Past MID 4,S,Pasteuria,Mid37,4,1,3,Infected,1,30,0,2,1593.96,-0.0926349641936412,-0.036460288484299,0.00433852963953352
S Past MID 4,S,Pasteuria,Mid37,4,1,4,Infected,1,30,0,2,1773.72,-0.0953949041890077,-0.0303218049725237,0.00395423964531924
S Past MID 4,S,Pasteuria,Mid37,4,1,5,Infected,1,30,0,2,NA,NA,NA,NA
S Past MID 4,S,Pasteuria,Mid37,4,1,5.5,Infected,1,30,0,2,NA,NA,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,1,Infected,1,31,0,0,987.08,0.0582878345313075,0.0598236925943048,0.000229870385281069
S Past MID 5,S,Pasteuria,Mid37,5,1,2,Infected,1,31,1,1,1335.9,0.245944876276447,0.137812902547755,0.00338455920718585
S Past MID 5,S,Pasteuria,Mid37,5,1,3,Infected,1,31,2,3,1517.31,0,0,0.0046251852625822
S Past MID 5,S,Pasteuria,Mid37,5,1,4,Infected,1,31,0,3,1675.55,-0.0483931385988402,-0.0172372906844192,0.00467520609040342
S Past MID 5,S,Pasteuria,Mid37,5,1,5,Infected,1,31,0,3,NA,NA,NA,NA
S Past MID 5,S,Pasteuria,Mid37,5,1,5.5,Infected,1,31,0,3,NA,NA,NA,NA
S Past MID 6,S,Pasteuria,Mid37,6,2,1,Exposed,0,37,0,0,1177.11,0.21751055393305,0.156980690834812,0.000623244978766945
S Past MID 6,S,Pasteuria,Mid37,6,2,2,Exposed,0,37,3,3,1328.05,0.177076070792192,0.100399378483662,0.0033895564774361
S Past MID 6,S,Pasteuria,Mid37,6,2,3,Exposed,0,37,2,5,1504.64,0.160500118717259,0.0708941095071554,0.0034832447765958
S Past MID 6,S,Pasteuria,Mid37,6,2,4,Exposed,0,37,4,9,1578.91,0.202078208349264,0.0810596514604158,0.00214052890025483
S Past MID 6,S,Pasteuria,Mid37,6,2,5,Exposed,0,37,6,15,1637.22,0.101435088062439,0.0378420040653494,0.00274450393879404
S Past MID 6,S,Pasteuria,Mid37,6,2,5.5,Exposed,0,37,4,19,1708.2,NA,NA,NA
S Past MID 7,S,Pasteuria,Mid37,7,2,1,Exposed,0,37,0,0,942.94,0.4106622499091,0.461866713466843,0.00133281572611023
S Past MID 7,S,Pasteuria,Mid37,7,2,2,Exposed,0,37,0,0,1301.98,0.142734029044106,0.0842013198500966,0.000932080646819082
S Past MID 7,S,Pasteuria,Mid37,7,2,3,Exposed,0,37,2,2,1471.08,-0.139438326257873,-0.0644331819444212,0.00433424211016869
S Past MID 7,S,Pasteuria,Mid37,7,2,4,Exposed,0,37,5,7,1572.35,0.3737589743014,0.151179595592602,0.00571838256311002
S Past MID 7,S,Pasteuria,Mid37,7,2,5,Exposed,0,37,9,16,1710.6,-0.0260218838627707,-0.00889286703538934,0.00563043214140055
S Past MID 7,S,Pasteuria,Mid37,7,2,5.5,Exposed,0,37,3,19,1691.06,NA,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,1,Exposed,0,14,0,0,935.61,0.0862590214937226,0.0985405126415141,0.00108419318468016
S Past MID 8,S,Pasteuria,Mid37,8,2,2,Exposed,0,14,3,3,NA,NA,NA,0.00214978094442202
S Past MID 8,S,Pasteuria,Mid37,8,2,3,Exposed,0,14,0,3,NA,NA,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,4,Exposed,0,14,0,3,NA,NA,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,5,Exposed,0,14,0,3,NA,NA,NA,NA
S Past MID 8,S,Pasteuria,Mid37,8,2,5.5,Exposed,0,14,0,3,NA,NA,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,1,Infected,1,33,0,0,950.36,0.072974519442933,0.0807969461058309,0.000459055079882578
S Past MID 9,S,Pasteuria,Mid37,9,2,2,Infected,1,33,3,3,1237,0.170147012873652,0.111194915642424,0.00148507181068589
S Past MID 9,S,Pasteuria,Mid37,9,2,3,Infected,1,33,0,3,1362.98,0.0592950720177305,0.0319182913431149,0.0028390543851054
S Past MID 9,S,Pasteuria,Mid37,9,2,4,Infected,1,33,0,3,1410.22,0.202078208349264,0.101612174054852,-0.00144190032701511
S Past MID 9,S,Pasteuria,Mid37,9,2,5,Infected,1,33,0,3,NA,NA,NA,NA
S Past MID 9,S,Pasteuria,Mid37,9,2,5.5,Infected,1,33,0,3,NA,NA,NA,NA
S Past STD 1,S,Pasteuria,Standard,1,1,1,Infected,1,37,0,0,1014.61,0.568707769011868,0.552447336786782,0.001883315623335
S Past STD 1,S,Pasteuria,Standard,1,1,2,Infected,1,37,2,2,1404.18,0.111331563226512,0.0564641430267523,0.00733914604330875
S Past STD 1,S,Pasteuria,Standard,1,1,3,Infected,1,37,6,8,1635.81,0.248112728175261,0.0927221144033374,0.00603717755574456
S Past STD 1,S,Pasteuria,Standard,1,1,4,Infected,1,37,0,8,1747.62,-0.0415669183092261,-0.0136098649444881,0.00451333934158045
S Past STD 1,S,Pasteuria,Standard,1,1,5,Infected,1,37,0,8,1866.24,0.0659821932991959,0.0189448757140215,0.00585553409538498
S Past STD 1,S,Pasteuria,Standard,1,1,5.5,Infected,1,37,0,8,1901.03,NA,NA,NA
S Past STD 10,S,Pasteuria,Standard,10,2,1,Exposed,0,18,0,0,1082.51,0.315661846849356,0.269375602699354,0.000605608486819478
S Past STD 10,S,Pasteuria,Standard,10,2,2,Exposed,0,18,5,5,1422.18,0.262713940315622,0.129889481882868,-0.000317576970868952
S Past STD 10,S,Pasteuria,Standard,10,2,3,Exposed,0,18,6,11,NA,NA,NA,NA
S Past STD 10,S,Pasteuria,Standard,10,2,4,Exposed,0,18,0,11,NA,NA,NA,NA
S Past STD 10,S,Pasteuria,Standard,10,2,5,Exposed,0,18,0,11,NA,NA,NA,NA
S Past STD 10,S,Pasteuria,Standard,10,2,5.5,Exposed,0,18,0,11,NA,NA,NA,NA
S Past STD 2,S,Pasteuria,Standard,2,1,1,Exposed,0,22,0,0,1004.04,0.451912463256943,0.448283019761137,0.00208618648859446
S Past STD 2,S,Pasteuria,Standard,2,1,2,Exposed,0,22,2,2,1385.03,0.197398633777884,0.102902465816243,0.00848219905145907
S Past STD 2,S,Pasteuria,Standard,2,1,3,Exposed,0,22,22,24,1526.39,0.167030426976629,0.0716909882366422,0.00339026858227386
S Past STD 2,S,Pasteuria,Standard,2,1,4,Exposed,0,22,1,25,NA,NA,NA,NA
S Past STD 2,S,Pasteuria,Standard,2,1,5,Exposed,0,22,0,25,NA,NA,NA,NA
S Past STD 2,S,Pasteuria,Standard,2,1,5.5,Exposed,0,22,0,25,NA,NA,NA,NA
S Past STD 3,S,Pasteuria,Standard,3,1,1,Exposed,0,37,0,0,1050.05,0.551269621654299,0.49997018007752,0.000195809137244145
S Past STD 3,S,Pasteuria,Standard,3,1,2,Exposed,0,37,4,4,1346.26,0.170369305209795,0.094001215159991,0.00617417866184209
S Past STD 3,S,Pasteuria,Standard,3,1,3,Exposed,0,37,13,17,1406.64,0.132238956523954,0.0668333895348526,0.00423254709904422
S Past STD 3,S,Pasteuria,Standard,3,1,4,Exposed,0,37,3,20,1465.69,0.0571194300184422,0.026588853765952,0.00810204625024921
S Past STD 3,S,Pasteuria,Standard,3,1,5,Exposed,0,37,3,23,1561.82,0.0326600600822877,0.0133892120439642,NA
S Past STD 3,S,Pasteuria,Standard,3,1,5.5,Exposed,0,37,3,26,1573.71,NA,NA,NA
S Past STD 4,S,Pasteuria,Standard,4,1,1,Exposed,0,24,0,0,1017.45,0.38519928049924,0.372099695827241,0.000974956822760899
S Past STD 4,S,Pasteuria,Standard,4,1,2,Exposed,0,24,3,3,1353.61,0.211104249613272,0.115215223775481,0.00505745279143738
S Past STD 4,S,Pasteuria,Standard,4,1,3,Exposed,0,24,8,11,1386.45,-0.303672498409872,-0.157978155325853,0.000897174697005821
S Past STD 4,S,Pasteuria,Standard,4,1,4,Exposed,0,24,0,11,NA,NA,NA,NA
S Past STD 4,S,Pasteuria,Standard,4,1,5,Exposed,0,24,0,11,NA,NA,NA,NA
S Past STD 4,S,Pasteuria,Standard,4,1,5.5,Exposed,0,24,0,11,NA,NA,NA,NA
S Past STD 5,S,Pasteuria,Standard,5,1,1,Exposed,0,37,0,0,1064.59,0.29885165893342,0.263688327822169,0.00201891815725399
S Past STD 5,S,Pasteuria,Standard,5,1,2,Exposed,0,37,2,2,1423.64,0.22494039708725,0.110985717426316,0.0121594691096763
S Past STD 5,S,Pasteuria,Standard,5,1,3,Exposed,0,37,18,20,1525.81,-0.0236527190993419,-0.0101596830686601,0.00469850197520307
S Past STD 5,S,Pasteuria,Standard,5,1,4,Exposed,0,37,15,35,1621.09,0.359558316148961,0.136821732190846,0.0104088946080897
S Past STD 5,S,Pasteuria,Standard,5,1,5,Exposed,0,37,12,47,1803.76,0.0603813850992822,0.0185586152189506,0.00371702527987658
S Past STD 5,S,Pasteuria,Standard,5,1,5,Exposed,0,37,12,47,1803.76,0.0603813850992822,0.0185586152189506,0.00136375749266099
S Past STD 5,S,Pasteuria,Standard,5,1,5.5,Exposed,0,37,5,52,1756.95,NA,NA,NA
S Past STD 6,S,Pasteuria,Standard,6,2,1,Exposed,0,37,0,0,1008.45,0.484929754457417,0.476837159103318,0.00128174064915938
S Past STD 6,S,Pasteuria,Standard,6,2,2,Exposed,0,37,2,2,1396.16,0.400671138980744,0.205550093175055,0.00254513250944743
S Past STD 6,S,Pasteuria,Standard,6,2,3,Exposed,0,37,5,7,1529.79,-0.0712093426673832,-0.0304279953673081,0.0056956748104132
S Past STD 6,S,Pasteuria,Standard,6,2,4,Exposed,0,37,7,14,1688.89,0.25479451211117,0.0893279446212807,0.00633461168479029
S Past STD 6,S,Pasteuria,Standard,6,2,5,Exposed,0,37,14,28,1839.04,0.165452325557313,0.048920459200875,0.00774931217096644
S Past STD 6,S,Pasteuria,Standard,6,2,5.5,Exposed,0,37,3,31,1798.61,NA,NA,NA
S Past STD 7,S,Pasteuria,Standard,7,2,1,Exposed,0,14,0,0,1234.8,0.529164342074608,0.347054220182078,0.000681359698734237
S Past STD 7,S,Pasteuria,Standard,7,2,2,Exposed,0,14,8,8,NA,NA,NA,-0.000191459437851265
S Past STD 7,S,Pasteuria,Standard,7,2,3,Exposed,0,14,0,8,NA,NA,NA,NA
S Past STD 7,S,Pasteuria,Standard,7,2,4,Exposed,0,14,0,8,NA,NA,NA,NA
S Past STD 7,S,Pasteuria,Standard,7,2,5,Exposed,0,14,0,8,NA,NA,NA,NA
S Past STD 7,S,Pasteuria,Standard,7,2,5.5,Exposed,0,14,0,8,NA,NA,NA,NA
S Past STD 8,S,Pasteuria,Standard,8,2,1,Exposed,NA,6,0,0,NA,NA,NA,NA
S Past STD 8,S,Pasteuria,Standard,8,2,2,Exposed,NA,6,0,0,NA,NA,NA,NA
S Past STD 8,S,Pasteuria,Standard,8,2,3,Exposed,NA,6,0,0,NA,NA,NA,NA
S Past STD 8,S,Pasteuria,Standard,8,2,4,Exposed,NA,6,0,0,NA,NA,NA,NA
S Past STD 8,S,Pasteuria,Standard,8,2,5,Exposed,NA,6,0,0,NA,NA,NA,NA
S Past STD 8,S,Pasteuria,Standard,8,2,5.5,Exposed,NA,6,0,0,NA,NA,NA,NA
S Past STD 9,S,Pasteuria,Standard,9,2,1,Infected,1,37,0,0,966.97,0.38504473475286,0.411798905724215,0.000104633230194404
S Past STD 9,S,Pasteuria,Standard,9,2,2,Infected,1,37,2,2,1326.82,0.42489643044319,0.241356535935058,-0.00183992071966758
S Past STD 9,S,Pasteuria,Standard,9,2,3,Infected,1,37,8,10,1554.58,-0.119267741797199,-0.049351100794873,0.00664904874858208
S Past STD 9,S,Pasteuria,Standard,9,2,4,Infected,1,37,7,17,1591.99,0.493091687036093,0.194557066785578,0.00787149393387518
S Past STD 9,S,Pasteuria,Standard,9,2,5,Infected,1,37,15,32,1726.59,0.341401539049933,0.114521501141312,0.00689559007451035
S Past STD 9,S,Pasteuria,Standard,9,2,5.5,Infected,1,37,3,35,1700.22,NA,NA,NA
S Uninf MID 1,S,Uninfected,Mid37,1,1,1,Uninfected,0,37,0,0,933.28,0.219855186101242,0.252413626410543,0.00196343457556951
S Uninf MID 1,S,Uninfected,Mid37,1,1,2,Uninfected,0,37,0,0,1222.54,-0.0925205519054359,-0.0619030517188757,0.00188493995840573
S Uninf MID 1,S,Uninfected,Mid37,1,1,3,Uninfected,0,37,3,3,1272.91,0.223313691663243,0.137822446363034,0.00371238735468448
S Uninf MID 1,S,Uninfected,Mid37,1,1,4,Uninfected,0,37,1,4,1495.05,-0.350751207526318,-0.156923411185126,0.000699629953469197
S Uninf MID 1,S,Uninfected,Mid37,1,1,5,Uninfected,0,37,8,12,1571.51,0.146465744853774,0.0593064279004993,0.00610991205593516
S Uninf MID 1,S,Uninfected,Mid37,1,1,5.5,Uninfected,0,37,2,14,1611.04,NA,NA,NA
S Uninf MID 10,S,Uninfected,Mid37,10,2,1,Uninfected,0,16,0,0,1002.38,-0.157516122713059,-0.156769014203049,0.00118410534608319
S Uninf MID 10,S,Uninfected,Mid37,10,2,2,Uninfected,0,16,2,2,1286.88,0.530157693603393,0.320131909820698,0.000380487695024672
S Uninf MID 10,S,Uninfected,Mid37,10,2,3,Uninfected,0,16,4,6,NA,NA,NA,NA
S Uninf MID 10,S,Uninfected,Mid37,10,2,4,Uninfected,0,16,0,6,NA,NA,NA,NA
S Uninf MID 10,S,Uninfected,Mid37,10,2,5,Uninfected,0,16,0,6,NA,NA,NA,NA
S Uninf MID 10,S,Uninfected,Mid37,10,2,5.5,Uninfected,0,16,0,6,NA,NA,NA,NA
S Uninf MID 2,S,Uninfected,Mid37,2,1,1,Uninfected,0,37,0,0,976.68,0.311158946781261,0.326195303419995,-0.000410993368219996
S Uninf MID 2,S,Uninfected,Mid37,2,1,2,Uninfected,0,37,1,1,1200.52,-0.0314624776481396,-0.0218300193619018,0.00982123273085632
S Uninf MID 2,S,Uninfected,Mid37,2,1,3,Uninfected,0,37,4,5,1366.76,0.577303913151739,0.309043761431313,0.00262066131702227
S Uninf MID 2,S,Uninfected,Mid37,2,1,4,Uninfected,0,37,7,12,1491.59,0.00752446725754474,0.0033820251321858,0.00728612384700366
S Uninf MID 2,S,Uninfected,Mid37,2,1,5,Uninfected,0,37,6,18,1699.57,0.300784947269383,0.104130507549374,0.00372500393366384
S Uninf MID 2,S,Uninfected,Mid37,2,1,5.5,Uninfected,0,37,7,25,1696.82,NA,NA,NA
S Uninf MID 3,S,Uninfected,Mid37,3,1,1,Uninfected,0,37,0,0,999.12,0.166777961630001,0.167071878756149,0.000727952608741243
S Uninf MID 3,S,Uninfected,Mid37,3,1,2,Uninfected,0,37,6,6,1332.76,-0.0744562167105389,-0.0419176633395742,0.00510202729744946
S Uninf MID 3,S,Uninfected,Mid37,3,1,3,Uninfected,0,37,4,10,1421.68,0.426521960324568,0.211026836678864,0.00318261110605298
S Uninf MID 3,S,Uninfected,Mid37,3,1,4,Uninfected,0,37,13,23,1681.85,-0.0662338810825232,-0.0234156212587921,0.00549054767199238
S Uninf MID 3,S,Uninfected,Mid37,3,1,5,Uninfected,0,37,6,29,1768.47,0.0381670522224777,0.0122037478354722,0.00519713761547843
S Uninf MID 3,S,Uninfected,Mid37,3,1,5.5,Uninfected,0,37,9,38,1776.14,NA,NA,NA
S Uninf MID 4,S,Uninfected,Mid37,4,1,1,Uninfected,0,37,0,0,923.45,0.324817615710964,0.380901605198263,0.000232425744958407
S Uninf MID 4,S,Uninfected,Mid37,4,1,2,Uninfected,0,37,2,2,1268.02,-0.0683873270320517,-0.0425327459685656,0.00524767362348958
S Uninf MID 4,S,Uninfected,Mid37,4,1,3,Uninfected,0,37,6,8,1446.65,0.964510848811692,0.460871841434955,0.0074182500257968
S Uninf MID 4,S,Uninfected,Mid37,4,1,4,Uninfected,0,37,6,14,1545.11,0.23331198827899,0.097727828325064,0.00377479253590629
S Uninf MID 4,S,Uninfected,Mid37,4,1,5,Uninfected,0,37,13,27,1706.65,0.010814747010481,0.00371302124602984,0.00404235098577734
S Uninf MID 4,S,Uninfected,Mid37,4,1,5.5,Uninfected,0,37,4,31,1736.23,NA,NA,NA
S Uninf MID 5,S,Uninfected,Mid37,5,1,1,Uninfected,NA,7,0,0,983.76,-0.0482395754397748,-0.049845408189441,NA
S Uninf MID 5,S,Uninfected,Mid37,5,1,2,Uninfected,NA,7,0,0,NA,NA,NA,NA
S Uninf MID 5,S,Uninfected,Mid37,5,1,3,Uninfected,NA,7,0,0,NA,NA,NA,NA
S Uninf MID 5,S,Uninfected,Mid37,5,1,4,Uninfected,NA,7,0,0,NA,NA,NA,NA
S Uninf MID 5,S,Uninfected,Mid37,5,1,5,Uninfected,NA,7,0,0,NA,NA,NA,NA
S Uninf MID 5,S,Uninfected,Mid37,5,1,5.5,Uninfected,NA,7,0,0,NA,NA,NA,NA
S Uninf MID 6,S,Uninfected,Mid37,6,2,1,Uninfected,0,15,0,0,981.83,0.0395565782790771,0.0410342142232623,-0.00121789219846216
S Uninf MID 6,S,Uninfected,Mid37,6,2,2,Uninfected,0,15,1,1,1348.09,0.220264489828565,0.121201142368104,0.000603384974816952
S Uninf MID 6,S,Uninfected,Mid37,6,2,3,Uninfected,0,15,12,13,NA,NA,NA,NA
S Uninf MID 6,S,Uninfected,Mid37,6,2,4,Uninfected,0,15,0,13,NA,NA,NA,NA
S Uninf MID 6,S,Uninfected,Mid37,6,2,5,Uninfected,0,15,0,13,NA,NA,NA,NA
